D_Governorate;D_GPCODE;D_District;D_DPCODE;D_Sub_District;D_SD_PCODE;D_Community;D_CPCODE;IDP_Flow_Estimation
Al-Hasakeh;SY08;Al-Hasakeh;SY0800;Hole;SY080006;Nafayel;C4517;7
Al-Hasakeh;SY08;Al-Hasakeh;SY0800;Hole;SY080006;Western Mazraet Elhole;C4522;5
Al-Hasakeh;SY08;Al-Hasakeh;SY0800;Hole;SY080006;Middle Janabeh;C4508;6
Al-Hasakeh;SY08;Al-Hasakeh;SY0800;Hole;SY080006;Ghazala Elhole;C4509;5
Al-Hasakeh;SY08;Al-Hasakeh;SY0800;Markada;SY080003;Fadghami;C4449;15
Al-Hasakeh;SY08;Al-Hasakeh;SY0800;Markada;SY080003;Kishkish Zyanat;C4453;5
Al-Hasakeh;SY08;Al-Hasakeh;SY0800;Markada;SY080003;Shamasani;C4451;5
Al-Hasakeh;SY08;Al-Hasakeh;SY0800;Markada;SY080003;Markada;C4454;35
Al-Hasakeh;SY08;Al-Hasakeh;SY0800;Markada;SY080003;Thalja;C4452;15
Al-Hasakeh;SY08;Al-Hasakeh;SY0800;Tal Tamer;SY080001;Tal Tamer;C4409;10
Al-Hasakeh;SY08;Al-Hasakeh;SY0800;Tal Tamer;SY080001;Husseinieh;C6465;12
Al-Hasakeh;SY08;Al-Hasakeh;SY0800;Shadadah;SY080002;Shaddadah;C4446;12
Al-Hasakeh;SY08;Al-Malikeyyeh;SY0803;Al-Malikeyyeh;SY080300;Al-Malikeyyeh;C4881;12
Al-Hasakeh;SY08;Al-Malikeyyeh;SY0803;Al-Malikeyyeh;SY080300;Maabada;C4841;5
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Amara;C4701;3
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Amuda;C4688;116
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Dikiyeh;C4712;3
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Fares;C4690;3
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Jaberiyeh Amudeh;C4729;5
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Jalaq;C4719;5
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Jorhariyeh;C4683;5
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Lower Um Elosud;C4708;5
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Nif;C4741;4
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Raya Qabli;C4724;5
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Rayat Elkhalil;C4721;3
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Sardaq;C4707;4
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Tal Ahmar;C4706;9
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Um Rabee;C4717;8
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Western Raya;C4722;4
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Tal Khanzir;C4684;4
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Hettin Amuda;C4689;7
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Qaber Ali;C4732;5
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Tal Aswad Amudeh;C4704;4
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Khaled;C4714;4
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Hallaba;C4692;5
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Tal Khaled;C4686;4
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Koub;C4737;4
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Dar;C4697;3
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Shajra;C4727;4
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Karawan;C4710;5
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Billet Bkara;C4703;5
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Haj Naser;C4682;4
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Haj Bakari;C4691;5
Al-Hasakeh;SY08;Quamishli;SY0802;Amuda;SY080202;Mashad;C4734;4
Al-Hasakeh;SY08;Quamishli;SY0802;Qahtaniyyeh;SY080203;Qahtaniyyeh;C4751;8
Al-Hasakeh;SY08;Quamishli;SY0802;Quamishli;SY080200;Quamishli;C4564;195
Al-Hasakeh;SY08;Quamishli;SY0802;Tal Hmis;SY080201;Rashidiyeh;C4599;211
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Abu Rasin;C5005;35
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Ahras;C4997;5
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Ajla;C4996;10
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Al-Azizieh;C6479;47
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Arshet Ras El Ein;C5019;5
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Bahema;C6480;5
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Ballujah;C6483;5
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Dahmaa;C4986;15
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Dardara;C4999;5
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Kisreh;C5022;5
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Mabruka;C5027;3500
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Malha;C6496;5
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Manajir;C5017;10
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Masjid;C5025;5
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Qotniyeh;C5021;5
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Ras Al Ain;C4988;210
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Salhiyeh Mala Khader;C5018;5
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Tal Elsafa;C6368;5
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Tal-Khanzir;C6498;5
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Umirt;C4992;10
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Mbarkiyeh;C5026;5
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Abu Shakhat;C4998;10
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Siwan;C4984;10
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Khirbet Ghazal;C6482;10
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Thamud;C4995;5
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Tal Elamir;C5015;5
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Kabsh;C4987;5
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Modan;C5023;5
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Al-Nofalieh;C6489;5
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Alsayer;C6481;5
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Abu Jalud;C6493;5
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Dawoodiyeh;C5016;5
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Qleia'a;C6494;5
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Khrbit Al-Banat;C6487;5
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Haylah;C6495;5
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Arbaine;C6488;5
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Ras Al Ain;SY080400;Dwerah;C6485;5
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Darbasiyah;SY080401;Darbasiyah;C5054;20
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Darbasiyah;SY080401;Tal Tishrine;C5056;28
Al-Hasakeh;SY08;Ras Al Ain;SY0804;Darbasiyah;SY080401;Southern Khas;C6371;6
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Abu Kabret Al Rashid;C5716;10
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Abu Rajab;C5706;35
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Adnaniyeh;C5720;115
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Andalus;C5729;46
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Ar-Raqqa;C5710;1585
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Assadiya;C5678;322
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Bir Elhasham;C5691;15
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Ghota;C5728;275
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Hadba;C5724;15
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Hawi Elhawa;C5704;210
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Hettin;C5703;10
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Hfeiret Elsoqur;C5679;45
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Htash;C5682;45
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Hweijet Faraj;C5732;70
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Jalaa;C5713;35
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Kardus;C5740;10
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Katuniyeh;C5675;445
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Khayala;C5688;365
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Kisret Elsheikh Jomaa;C5735;45
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Milsun;C5736;435
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Qahtaniyyeh;C5726;100
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Rabee'a;C5714;20
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Sahl;C5719;30
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Talet Elansar;C5694;1225
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Tawi Rumman;C5686;150
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Upper Khneiz;C5717;45
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Western Sahlabiyeh;C5727;385
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Wihdeh;C5680;621
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Zahera;C5685;10
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Yamama;C5692;150
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Kdeiran;C5739;45
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Tweilah;C5712;10
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Eastern Khayala;C5687;85
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Hazimeh;C5702;65
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Shamiyeh;C5695;171
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Royan;C5677;20
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Abu Suseh;C5723;60
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Ar-Raqqa;SY110100;Rashid;C5730;20
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Karama;SY110102;Al-Hama;C5764;20
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Karama;SY110102;Baydar - Fatsa Birm;C5773;25
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Karama;SY110102;Hamrat Balasim;C5769;75
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Karama;SY110102;Karama;C5766;60
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Karama;SY110102;Ojet Btir;C5765;15
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Maadan;SY110103;Atshana;C6383;11
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Maadan;SY110103;Big Maghalla;C5786;5
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Maadan;SY110103;Daama;C5780;10
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Maadan;SY110103;Hamadaniyeh;C6382;912
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Maadan;SY110103;Jaber;C5784;15
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Maadan;SY110103;Khamisiyeh;C5778;1225
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Maadan;SY110103;Little Maghalla;C5785;20
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Maadan;SY110103;Maadan;C5787;1242
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Maadan;SY110103;Namisa;C5782;10
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Maadan;SY110103;Tishrin 6;C5779;5
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Maadan;SY110103;Sweida;C5781;10
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Sabka;SY110101;Akeirshi;C5752;300
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Sabka;SY110101;Hweijet Shnan;C5753;275
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Sabka;SY110101;Ojeil;C5748;10
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Sabka;SY110101;Rahbi;C5754;6
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Sabka;SY110101;Sabka;C5747;770
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Sabka;SY110101;Sfin - Kisret Mohammed Agha;C5745;10
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Sabka;SY110101;Shamra;C5743;6
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Sabka;SY110101;Zur Shummar;C6500;20
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Sabka;SY110101;Jabli;C5751;15
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Sabka;SY110101;Rabyeh;C5744;6
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Sabka;SY110101;Dalha;C5750;10
Ar-Raqqa;SY11;Ar-Raqqa;SY1101;Sabka;SY110101;Masarra;C5756;6
Ar-Raqqa;SY11;Ath-Thawrah;SY1103;Jurneyyeh;SY110302;Jurneyyeh;C5965;770
Ar-Raqqa;SY11;Ath-Thawrah;SY1103;Jurneyyeh;SY110302;Mahmudli;C5968;550
Ar-Raqqa;SY11;Ath-Thawrah;SY1103;Jurneyyeh;SY110302;Hweijet Halawa;C5961;50
Ar-Raqqa;SY11;Ath-Thawrah;SY1103;Jurneyyeh;SY110302;Tawi;C5976;70
Ar-Raqqa;SY11;Ath-Thawrah;SY1103;Mansura;SY110301;Abu Kbee - West ;C5936;300
Ar-Raqqa;SY11;Ath-Thawrah;SY1103;Mansura;SY110301;Debsi Faraj;C5931;275
Ar-Raqqa;SY11;Ath-Thawrah;SY1103;Mansura;SY110301;Fakhikheh;C5953;2180
Ar-Raqqa;SY11;Ath-Thawrah;SY1103;Mansura;SY110301;Mansura;C5942;6000
Ar-Raqqa;SY11;Ath-Thawrah;SY1103;Mansura;SY110301;Sefsafa;C5938;4510
Ar-Raqqa;SY11;Ath-Thawrah;SY1103;Mansura;SY110301;Sheib Eldakar;C5947;1700
Ar-Raqqa;SY11;Ath-Thawrah;SY1103;Mansura;SY110301;Debsi Afnan;C5939;1100
Ar-Raqqa;SY11;Ath-Thawrah;SY1103;Mansura;SY110301;Almajar;C6501;175
Ar-Raqqa;SY11;Ath-Thawrah;SY1103;Mansura;SY110301;Emeirat;C5943;210
Ar-Raqqa;SY11;Ath-Thawrah;SY1103;Mansura;SY110301;Madhir;C5951;75
Ar-Raqqa;SY11;Ath-Thawrah;SY1103;Al-Thawrah;SY110300;Al-Thawrah;C5929;1000
Ar-Raqqa;SY11;Tell Abiad;SY1102;Ein Issa;SY110202;Abu Khorzeh;C5898;6
Ar-Raqqa;SY11;Tell Abiad;SY1102;Ein Issa;SY110202;Abu Nituleh;C5914;180
Ar-Raqqa;SY11;Tell Abiad;SY1102;Ein Issa;SY110202;Amin;C5912;364
Ar-Raqqa;SY11;Tell Abiad;SY1102;Ein Issa;SY110202;Ein Issa;C5905;1710
Ar-Raqqa;SY11;Tell Abiad;SY1102;Ein Issa;SY110202;Fatsa;C5913;29
Ar-Raqqa;SY11;Tell Abiad;SY1102;Ein Issa;SY110202;Hanano;C5922;57
Ar-Raqqa;SY11;Tell Abiad;SY1102;Ein Issa;SY110202;Hisheh;C5927;127
Ar-Raqqa;SY11;Tell Abiad;SY1102;Ein Issa;SY110202;Kafifeh;C5918;14
Ar-Raqqa;SY11;Tell Abiad;SY1102;Ein Issa;SY110202;Saramda;C5909;17
Ar-Raqqa;SY11;Tell Abiad;SY1102;Ein Issa;SY110202;Sharkrak;C5911;257
Ar-Raqqa;SY11;Tell Abiad;SY1102;Ein Issa;SY110202;Zenbaq;C5907;11
Ar-Raqqa;SY11;Tell Abiad;SY1102;Ein Issa;SY110202;Abu Misnatein;C5917;10
Ar-Raqqa;SY11;Tell Abiad;SY1102;Ein Issa;SY110202;Abu Serra;C6504;29
Ar-Raqqa;SY11;Tell Abiad;SY1102;Ein Issa;SY110202;Jahjah;C5915;29
Ar-Raqqa;SY11;Tell Abiad;SY1102;Ein Issa;SY110202;Mohra;C5902;64
Ar-Raqqa;SY11;Tell Abiad;SY1102;Ein Issa;SY110202;Mreiran;C5926;17
Ar-Raqqa;SY11;Tell Abiad;SY1102;Ein Issa;SY110202;Nahit;C6505;34
Ar-Raqqa;SY11;Tell Abiad;SY1102;Ein Issa;SY110202;Sakhret Elsheikh;C5908;11
Ar-Raqqa;SY11;Tell Abiad;SY1102;Ein Issa;SY110202;Umaya;C5895;217
Ar-Raqqa;SY11;Tell Abiad;SY1102;Ein Issa;SY110202;Arida Ojeil;C5899;9
Ar-Raqqa;SY11;Tell Abiad;SY1102;Suluk;SY110201;Al-Malikeyyeh;C5863;7
Ar-Raqqa;SY11;Tell Abiad;SY1102;Suluk;SY110201;Bab Elkheir;C5882;13
Ar-Raqqa;SY11;Tell Abiad;SY1102;Suluk;SY110201;Hammam At-Turkman;C6319;70
Ar-Raqqa;SY11;Tell Abiad;SY1102;Suluk;SY110201;Khweitleh;C5841;100
Ar-Raqqa;SY11;Tell Abiad;SY1102;Suluk;SY110201;Quneitra;C5872;14
Ar-Raqqa;SY11;Tell Abiad;SY1102;Suluk;SY110201;Sufan;C5887;40
Ar-Raqqa;SY11;Tell Abiad;SY1102;Suluk;SY110201;Suluk;C5843;228
Ar-Raqqa;SY11;Tell Abiad;SY1102;Suluk;SY110201;Tiba;C5849;5
Ar-Raqqa;SY11;Tell Abiad;SY1102;Suluk;SY110201;Tal Hammam;C5844;707
Ar-Raqqa;SY11;Tell Abiad;SY1102;Suluk;SY110201;Arbid;C5867;45
Ar-Raqqa;SY11;Tell Abiad;SY1102;Suluk;SY110201;Abu Haye El Hoz;C5881;23
Ar-Raqqa;SY11;Tell Abiad;SY1102;Suluk;SY110201;Shalkhi;C5846;57
Ar-Raqqa;SY11;Tell Abiad;SY1102;Suluk;SY110201;Rgheilan;C5851;15
Ar-Raqqa;SY11;Tell Abiad;SY1102;Suluk;SY110201;Iweh;C5859;18
Ar-Raqqa;SY11;Tell Abiad;SY1102;Suluk;SY110201;Hiba;C5884;19
Ar-Raqqa;SY11;Tell Abiad;SY1102;Suluk;SY110201;Maleh;C5869;23
Ar-Raqqa;SY11;Tell Abiad;SY1102;Suluk;SY110201;Ranin;C6509;34
Ar-Raqqa;SY11;Tell Abiad;SY1102;Suluk;SY110201;Bir Elmaajleh;C5875;24
Ar-Raqqa;SY11;Tell Abiad;SY1102;Suluk;SY110201;Kattar;C5892;17
Ar-Raqqa;SY11;Tell Abiad;SY1102;Suluk;SY110201;Al-Raqbah;C6510;7
Ar-Raqqa;SY11;Tell Abiad;SY1102;Suluk;SY110201;Thiban;C5832;20
Ar-Raqqa;SY11;Tell Abiad;SY1102;Suluk;SY110201;Um Harmal;C5838;23
Ar-Raqqa;SY11;Tell Abiad;SY1102;Suluk;SY110201;Atshana Sluk;C5877;8
Ar-Raqqa;SY11;Tell Abiad;SY1102;Suluk;SY110201;Ghizlan;C5876;5
Ar-Raqqa;SY11;Tell Abiad;SY1102;Suluk;SY110201;Aysha;C5870;7
Ar-Raqqa;SY11;Tell Abiad;SY1102;Suluk;SY110201;Kisum;C5865;6
Ar-Raqqa;SY11;Tell Abiad;SY1102;Suluk;SY110201;Tawil Elshweikh;C5868;4
Ar-Raqqa;SY11;Tell Abiad;SY1102;Suluk;SY110201;Khatuniya Sluk;C5855;15
Ar-Raqqa;SY11;Tell Abiad;SY1102;Suluk;SY110201;Big Khweireh;C5856;17
Ar-Raqqa;SY11;Tell Abiad;SY1102;Tell Abiad;SY110200;Kherbet Elroz;C5801;72
Ar-Raqqa;SY11;Tell Abiad;SY1102;Tell Abiad;SY110200;Saideh;C5817;119
Ar-Raqqa;SY11;Tell Abiad;SY1102;Tell Abiad;SY110200;Sarajiyeh;C5814;11
Ar-Raqqa;SY11;Tell Abiad;SY1102;Tell Abiad;SY110200;Sehrijeh;C5794;8
Ar-Raqqa;SY11;Tell Abiad;SY1102;Tell Abiad;SY110200;Shaaleh Mankali;C5789;18
Ar-Raqqa;SY11;Tell Abiad;SY1102;Tell Abiad;SY110200;Sokkariyeh;C5820;33
Ar-Raqqa;SY11;Tell Abiad;SY1102;Tell Abiad;SY110200;Tal Elkibir;C5793;26
Ar-Raqqa;SY11;Tell Abiad;SY1102;Tell Abiad;SY110200;Tell Abiad;C5792;306
Ar-Raqqa;SY11;Tell Abiad;SY1102;Tell Abiad;SY110200;Western Dik;C5815;15
Ar-Raqqa;SY11;Tell Abiad;SY1102;Tell Abiad;SY110200;Tal Akhdar;C5797;4
Ar-Raqqa;SY11;Tell Abiad;SY1102;Tell Abiad;SY110200;Hweijet Abdi;C5805;46
Ar-Raqqa;SY11;Tell Abiad;SY1102;Tell Abiad;SY110200;Abu Haye;C5824;24
Ar-Raqqa;SY11;Tell Abiad;SY1102;Tell Abiad;SY110200;Badi;C5795;6
Ar-Raqqa;SY11;Tell Abiad;SY1102;Tell Abiad;SY110200;Bir Arab;C5810;24
Ar-Raqqa;SY11;Tell Abiad;SY1102;Tell Abiad;SY110200;Bir Asheq;C5808;34
Ar-Raqqa;SY11;Tell Abiad;SY1102;Tell Abiad;SY110200;Breighi;C5821;11
Ar-Raqqa;SY11;Tell Abiad;SY1102;Tell Abiad;SY110200;Ein Al-Arus;C6514;46
Ar-Raqqa;SY11;Tell Abiad;SY1102;Tell Abiad;SY110200;Jendawi;C5812;6
Ar-Raqqa;SY11;Tell Abiad;SY1102;Tell Abiad;SY110200;Khabura;C5819;34
Ar-Raqqa;SY11;Tell Abiad;SY1102;Tell Abiad;SY110200;Khafiyeh;C6516;51
Ar-Raqqa;SY11;Tell Abiad;SY1102;Tell Abiad;SY110200;Kherbet Elfaras;C5799;46
Ar-Raqqa;SY11;Tell Abiad;SY1102;Tell Abiad;SY110200;Kinana;C5807;29
Ar-Raqqa;SY11;Tell Abiad;SY1102;Tell Abiad;SY110200;Lower Qorunful;C5825;4
Ar-Raqqa;SY11;Tell Abiad;SY1102;Tell Abiad;SY110200;Mashrafet Elsheikh;C5828;29
Ar-Raqqa;SY11;Tell Abiad;SY1102;Tell Abiad;SY110200;Qaysariyeh;C5816;34
Ar-Raqqa;SY11;Tell Abiad;SY1102;Tell Abiad;SY110200;Qaysoum;C6517;143
Ar-Raqqa;SY11;Tell Abiad;SY1102;Tell Abiad;SY110200;Rajm Halawa;C5806;48
Ar-Raqqa;SY11;Tell Abiad;SY1102;Tell Abiad;SY110200;Ras Kbir;C5818;34
Ar-Raqqa;SY11;Tell Abiad;SY1102;Tell Abiad;SY110200;Shreian;C5790;45
Ar-Raqqa;SY11;Tell Abiad;SY1102;Tell Abiad;SY110200;Western Qassas;C5830;29
Ar-Raqqa;SY11;Tell Abiad;SY1102;Tell Abiad;SY110200;Tal Fandar;C5788;14
As-Sweida;SY13;As-Sweida;SY1300;As-Sweida;SY130000;As-Sweida;C6147;267
As-Sweida;SY13;As-Sweida;SY1300;As-Sweida;SY130000;Jbib;C6136;10
As-Sweida;SY13;As-Sweida;SY1300;As-Sweida;SY130000;Kafr;C6143;5
As-Sweida;SY13;As-Sweida;SY1300;As-Sweida;SY130000;Kherba;C6150;15
As-Sweida;SY13;As-Sweida;SY1300;As-Sweida;SY130000;Ora;C6138;15
As-Sweida;SY13;As-Sweida;SY1300;As-Sweida;SY130000;Rassas;C6146;45
As-Sweida;SY13;As-Sweida;SY1300;As-Sweida;SY130000;Rima Hazem;C6148;10
As-Sweida;SY13;As-Sweida;SY1300;As-Sweida;SY130000;Raha;C6141;5
As-Sweida;SY13;As-Sweida;SY1300;As-Sweida;SY130000;Aslaha;C6142;15
As-Sweida;SY13;As-Sweida;SY1300;As-Sweida;SY130000;Kafr Ellahaf;C6158;10
As-Sweida;SY13;As-Sweida;SY1300;Mashnaf;SY130002;Mashnaf;C6172;5
As-Sweida;SY13;As-Sweida;SY1300;Mashnaf;SY130002;Tarba;C6175;5
As-Sweida;SY13;As-Sweida;SY1300;Mazra'a;SY130001;Samma Al-Hneidat;C6518;20
As-Sweida;SY13;As-Sweida;SY1300;Mazra'a;SY130001;Dor;C6160;12
As-Sweida;SY13;As-Sweida;SY1300;Mazra'a;SY130001;Dweira;C6163;10
