D_Governorate;D_GPCODE;D_District;D_DPCODE;D_Sub_District;D_SD_PCODE;D_Community;D_CPCODE;IDP_Flow_Estimation
Aleppo;SY02;Jarablus;SY0208;Jarablus;SY020800;Dabis;C2217;40
Aleppo;SY02;Jarablus;SY0208;Jarablus;SY020800;Maghayer - Qorq Mghar;C2218;35
Aleppo;SY02;Jarablus;SY0208;Jarablus;SY020800;Halawaniyeh;C2219;10
Aleppo;SY02;Jarablus;SY0208;Jarablus;SY020800;Zoghra;C2220;10
Aleppo;SY02;Jarablus;SY0208;Jarablus;SY020800;Treikhem;C2222;24
Aleppo;SY02;Jarablus;SY0208;Jarablus;SY020800;Jamel;C2224;35
Aleppo;SY02;Jarablus;SY0208;Jarablus;SY020800;Lower Jrables;C2226;40
Aleppo;SY02;Jarablus;SY0208;Jarablus;SY020800;Jarablus;C2227;5300
Aleppo;SY02;Jarablus;SY0208;Jarablus;SY020800;Big Majra;C2235;25
Aleppo;SY02;Jarablus;SY0208;Jarablus;SY020800;Yusef Elbeik;C2236;20
Aleppo;SY02;Jarablus;SY0208;Ghandorah;SY020801;Arab Azzah;C2242;50
Aleppo;SY02;Jarablus;SY0208;Ghandorah;SY020801;Tal Elhajar - Tal Elahamar;C2244;12
Aleppo;SY02;Jarablus;SY0208;Ghandorah;SY020801;Bilis;C2246;35
Aleppo;SY02;Jarablus;SY0208;Ghandorah;SY020801;Ghandorah;C2250;3360
Aleppo;SY02;Jarablus;SY0208;Ghandorah;SY020801;Forsan - Sabahiler;C2252;15
Aleppo;SY02;Jarablus;SY0208;Ghandorah;SY020801;Qadi Jrables;C2254;120
Aleppo;SY02;Jarablus;SY0208;Ghandorah;SY020801;Jeb Eldam Jrables;C2262;25
Aleppo;SY02;Jarablus;SY0208;Ghandorah;SY020801;Qubbet Elturkman;C2263;427
Aleppo;SY02;Jarablus;SY0208;Ghandorah;SY020801;Big Nabgha;C2264;80
Aleppo;SY02;Jarablus;SY0208;Ghandorah;SY020801;Big Qantara;C2267;18
Rural Damascus;SY03;Rural Damascus;SY0301;Kisweh;SY030101;Kisweh;C2280;7
Rural Damascus;SY03;Rural Damascus;SY0301;Babella;SY030102;Hosh Sahya;C2294;11
Rural Damascus;SY03;Rural Damascus;SY0301;Babella;SY030102;Kherbet Elward;C2298;18
Rural Damascus;SY03;Rural Damascus;SY0301;Babella;SY030102;Sayyeda Zeinab;C2299;25
Rural Damascus;SY03;Rural Damascus;SY0301;Babella;SY030102;Babella;C2300;11
Rural Damascus;SY03;Rural Damascus;SY0301;Babella;SY030102;Yalda;C2302;18
Rural Damascus;SY03;Rural Damascus;SY0301;Babella;SY030102;Najha;C2303;11
Rural Damascus;SY03;Rural Damascus;SY0301;Jaramana;SY030103;Jaramana;C2304;30
Rural Damascus;SY03;Rural Damascus;SY0301;Kafr Batna;SY030105;Eftreis;C2312;11
Rural Damascus;SY03;Rural Damascus;SY0301;Kafr Batna;SY030105;Hezzeh;C2313;24
Rural Damascus;SY03;Rural Damascus;SY0301;Kafr Batna;SY030105;Saqba;C2314;2028
Rural Damascus;SY03;Rural Damascus;SY0301;Kafr Batna;SY030105;Ein Terma;C2315;40
Rural Damascus;SY03;Rural Damascus;SY0301;Kafr Batna;SY030105;Hammura;C2316;40
Rural Damascus;SY03;Rural Damascus;SY0301;Kafr Batna;SY030105;Jisrein;C2317;56
Rural Damascus;SY03;Rural Damascus;SY0301;Kafr Batna;SY030105;Beit Sawa;C2318;20
Rural Damascus;SY03;Rural Damascus;SY0301;Kafr Batna;SY030105;Kafr Batna;C2319;3340
Rural Damascus;SY03;Rural Damascus;SY0301;Arbin;SY030106;Zamalka;C2320;3500
Rural Damascus;SY03;Rural Damascus;SY0301;Arbin;SY030106;Arbin;C2321;4060
Rural Damascus;SY03;Rural Damascus;SY0301;Qudsiya;SY030107;Al-Hama;C2323;20
Rural Damascus;SY03;Rural Damascus;SY0301;Qudsiya;SY030107;Jamraya;C2325;20
Rural Damascus;SY03;Rural Damascus;SY0301;Qudsiya;SY030107;New Dahiet Qdosiya Elsakina;C2327;20
Rural Damascus;SY03;Duma;SY0302;Duma;SY030200;Hosh Eldawahreh;C2332;60
Rural Damascus;SY03;Duma;SY0302;Duma;SY030200;Shafuniyeh;C2334;100
Rural Damascus;SY03;Duma;SY0302;Duma;SY030200;Duma;C2338;1060
Rural Damascus;SY03;Duma;SY0302;Harasta;SY030201;Dahiet Elasad;C2341;40
Rural Damascus;SY03;Duma;SY0302;Harasta;SY030201;Modira;C2343;28
Rural Damascus;SY03;Duma;SY0302;Harasta;SY030201;Misraba;C2344;1109
Rural Damascus;SY03;At Tall;SY0304;At Tall;SY030400;At Tall;C2395;16
Rural Damascus;SY03;At Tall;SY0304;At Tall;SY030400;Monin;C2399;26
Rural Damascus;SY03;Yabroud;SY0305;Yabroud;SY030500;Yabroud;C2416;16
Rural Damascus;SY03;An Nabk;SY0306;Deir Attiyeh;SY030601;Jarajir;C2426;100
Rural Damascus;SY03;Qatana;SY0308;Qatana;SY030800;Jdidet Artuz;C2457;10
Rural Damascus;SY03;Darayya;SY0309;Sahnaya;SY030901;Sahnaya;C2501;30
Homs;SY04;Homs;SY0401;Homs;SY040100;Daffa - Halmuz;C2511;20
Homs;SY04;Homs;SY0401;Homs;SY040100;Dar Kabira;C2524;20
Homs;SY04;Homs;SY0401;Homs;SY040100;Homs;C2528;36
Homs;SY04;Homs;SY0401;Taldu;SY040101;Tal Dahab;C2547;18
Homs;SY04;Homs;SY0401;Ein Elniser;SY040103;Hmeimeh;C2612;4
Homs;SY04;Al-Qusayr;SY0402;Al-Qusayr;SY040200;Western Zeita;C2718;12
Homs;SY04;Al-Qusayr;SY0402;Al-Qusayr;SY040200;Diyabiyeh;C2738;4
Homs;SY04;Tall Kalakh;SY0403;Nasra;SY040303;Mishtaya;C2824;4
Homs;SY04;Tall Kalakh;SY0403;Nasra;SY040303;Habnumra;C2827;4
Homs;SY04;Tall Kalakh;SY0403;Nasra;SY040303;Marmarita;C2838;8
Homs;SY04;Tall Kalakh;SY0403;Hawash;SY040304;Ennaz;C2847;8
Homs;SY04;Tall Kalakh;SY0403;Hawash;SY040304;Bsas;C2850;4
Homs;SY04;Ar-Rastan;SY0404;Ar-Rastan;SY040400;Ez Eldin;C2860;20
Homs;SY04;Ar-Rastan;SY0404;Ar-Rastan;SY040400;Asilah;C2863;45
Homs;SY04;Ar-Rastan;SY0404;Ar-Rastan;SY040400;Manara;C2864;4
Homs;SY04;Ar-Rastan;SY0404;Ar-Rastan;SY040400;Salim;C2865;4
Homs;SY04;Ar-Rastan;SY0404;Ar-Rastan;SY040400;Ar-Rastan;C2870;98
Homs;SY04;Ar-Rastan;SY0404;Ar-Rastan;SY040400;Dalfin;C2871;8
Homs;SY04;Ar-Rastan;SY0404;Ar-Rastan;SY040400;Marj Eldur;C2874;4
Homs;SY04;Ar-Rastan;SY0404;Talbiseh;SY040401;Hashemiyeh;C2877;4
Homs;SY04;Ar-Rastan;SY0404;Talbiseh;SY040401;Deir Fool;C2878;25
Homs;SY04;Ar-Rastan;SY0404;Talbiseh;SY040401;Makrumiyeh;C2879;4
Homs;SY04;Al Makhrim;SY0406;Jeb Ej-Jarrah;SY040601;Western Ashrafiyeh - Western Dweir;C2931;8
Hama;SY05;Hama;SY0501;Hama;SY050100;Jomaqliyeh;C2986;25
Hama;SY05;Hama;SY0501;Hama;SY050100;Hama;C2987;35
Hama;SY05;Hama;SY0501;Hama;SY050100;Kasun Eljabal;C3016;35
Hama;SY05;Hama;SY0501;Suran;SY050101;Eastern Zor Elheisa;C3023;30
Hama;SY05;Hama;SY0501;Suran;SY050101;Suran;C3026;50
Hama;SY05;Hama;SY0501;Suran;SY050101;Tiba Elesm;C3027;25
Hama;SY05;Hama;SY0501;Suran;SY050101;Northern Fan;C3032;24
Hama;SY05;Hama;SY0501;Suran;SY050101;Qasr Elmakhram;C3039;36
Hama;SY05;Hama;SY0501;Hamra;SY050103;Rasm Eldaheriyeh;C3071;18
Hama;SY05;Hama;SY0501;Hamra;SY050103;Um Zahmak;C3079;20
Hama;SY05;Hama;SY0501;Hamra;SY050103;Janat Elsawarneh;C3080;25
Hama;SY05;Hama;SY0501;Hamra;SY050103;Aziziyeh;C3085;20
Hama;SY05;Hama;SY0501;Hamra;SY050103;Tleihat;C3087;15
Hama;SY05;Hama;SY0501;Hamra;SY050103;Arfa;C3091;10
Hama;SY05;Hama;SY0501;Hamra;SY050103;Tarfawi;C3093;5
Hama;SY05;Hama;SY0501;Hamra;SY050103;Abu Ajwa;C3098;30
Hama;SY05;Hama;SY0501;Hamra;SY050103;Hazm;C3101;11
Hama;SY05;Hama;SY0501;Hamra;SY050103;Qasr Bin Wardan;C3105;48
Hama;SY05;Hama;SY0501;Hamra;SY050103;Mweileh Elsirwana;C3106;15
Hama;SY05;As-Suqaylabiyah;SY0502;As-Suqaylabiyah;SY050200;Hiyalin;C3111;25
Hama;SY05;As-Suqaylabiyah;SY0502;As-Suqaylabiyah;SY050200;Jarniyet Eltar;C3120;25
Hama;SY05;As-Suqaylabiyah;SY0502;Ziyara;SY050202;Lower Amiqa;C3154;25
Hama;SY05;As-Suqaylabiyah;SY0502;Ziyara;SY050202;Ankawi;C3155;15
Hama;SY05;As-Suqaylabiyah;SY0502;Ziyara;SY050202;Zayzun;C3161;35
Hama;SY05;As-Suqaylabiyah;SY0502;Ziyara;SY050202;Qalidin;C3167;25
Hama;SY05;As-Suqaylabiyah;SY0502;Ziyara;SY050202;Qastun;C3170;60
Hama;SY05;As-Suqaylabiyah;SY0502;Madiq Castle;SY050204;Shahranaz;C3191;72
Hama;SY05;As-Suqaylabiyah;SY0502;Madiq Castle;SY050204;Jamasa Odayat - Alshareeah;C3193;60
Hama;SY05;As-Suqaylabiyah;SY0502;Madiq Castle;SY050204;Eastern Huweiz;C3194;60
Hama;SY05;As-Suqaylabiyah;SY0502;Madiq Castle;SY050204;Tamanet Elghab;C3200;42
Hama;SY05;As-Suqaylabiyah;SY0502;Madiq Castle;SY050204;Sehriyeh;C3204;96
Hama;SY05;As-Salamiyeh;SY0503;As-Salamiyeh;SY050300;As-Salamiyeh;C3244;4
Hama;SY05;As-Salamiyeh;SY0503;As-Saan;SY050302;Abul Kusour;C3279;35
Hama;SY05;Muhradah;SY0505;Muhradah;SY050500;Halfaya;C3453;90
Hama;SY05;Muhradah;SY0505;Muhradah;SY050500;Jdideh;C3454;24
Lattakia;SY06;Lattakia;SY0600;Lattakia;SY060000;Lattakia;C3480;650
Lattakia;SY06;Lattakia;SY0600;Bahlawaniyeh;SY060001;Bahloliyeh;C3487;10
Lattakia;SY06;Lattakia;SY0600;Ein El-Bayda;SY060003;Ein El-Bayda;C3519;10
Lattakia;SY06;Lattakia;SY0600;Ein El-Bayda;SY060003;Qasmin;C3534;5
Lattakia;SY06;Lattakia;SY0600;Qastal Maaf;SY060004;Um Eltoyur - Taranja;C3544;10
Lattakia;SY06;Lattakia;SY0600;Kasab;SY060005;Kasab;C3557;10
Lattakia;SY06;Lattakia;SY0600;Hanadi;SY060006;Hanadi;C3567;9
Tartous;SY10;Banyas;SY1002;Banyas;SY100200;Arab Elmalik Jerkes;C3571;5
Lattakia;SY06;Jablah;SY0602;Jablah;SY060200;Jablah;C3585;30
Lattakia;SY06;Jablah;SY0602;Jablah;SY060200;Hmeimim;C3588;10
Lattakia;SY06;Jablah;SY0602;Ein Elsharqiyeh;SY060201;Bteryas;C3598;4
Lattakia;SY06;Jablah;SY0602;Qteilbiyyeh;SY060202;Bitmana;C3615;10
Lattakia;SY06;Jablah;SY0602;Qteilbiyyeh;SY060202;Qteilbiyyeh;C3625;5
Lattakia;SY06;Al-Haffa;SY0603;Al-Haffa;SY060300;Al-Haffa;C3671;15
Lattakia;SY06;Al-Haffa;SY0603;Mzair'a;SY060304;Mzair'a;C3774;20
Lattakia;SY06;Al-Qardaha;SY0604;Al-Qardaha;SY060400;Al-Qardaha;C3809;10
Lattakia;SY06;Al-Qardaha;SY0604;Harf Elmseitra;SY060401;Harf Elmseitra;C3829;10
Lattakia;SY06;Al-Qardaha;SY0604;Fakhura;SY060402;Fakhura;C3843;10
Idleb;SY07;Idleb;SY0700;Idleb;SY070000;Nayrab;C3867;110
Idleb;SY07;Idleb;SY0700;Idleb;SY070000;Ein Shib;C3868;35
Idleb;SY07;Idleb;SY0700;Idleb;SY070000;Idleb;C3871;408
Idleb;SY07;Idleb;SY0700;Idleb;SY070000;Sijer - Bqesemtoh;C3873;91
Idleb;SY07;Idleb;SY0700;Idleb;SY070000;Qminas;C3876;27
Idleb;SY07;Idleb;SY0700;Idleb;SY070000;Falyun;C3877;144
Idleb;SY07;Idleb;SY0700;Idleb;SY070000;Martein;C3878;35
Idleb;SY07;Idleb;SY0700;Abul Thohur;SY070001;Ballisa;C3881;21
Idleb;SY07;Idleb;SY0700;Abul Thohur;SY070001;Harmala;C3886;16
Idleb;SY07;Idleb;SY0700;Abul Thohur;SY070001;Abul Thohur;C3891;51
Idleb;SY07;Idleb;SY0700;Abul Thohur;SY070001;Baragethi;C3893;35
Idleb;SY07;Idleb;SY0700;Abul Thohur;SY070001;Rasm Abed;C3895;21
Idleb;SY07;Idleb;SY0700;Abul Thohur;SY070001;Hseiniyeh - Tal Kalba;C3897;28
Idleb;SY07;Idleb;SY0700;Abul Thohur;SY070001;Tal Sultan;C3898;11
Idleb;SY07;Idleb;SY0700;Abul Thohur;SY070001;Hmeimat Eldayer;C3900;7
Idleb;SY07;Idleb;SY0700;Abul Thohur;SY070001;Ras El Ein;C3902;78
Idleb;SY07;Idleb;SY0700;Bennsh;SY070002;Bennsh;C3904;151
Idleb;SY07;Idleb;SY0700;Bennsh;SY070002;Toum;C3906;70
Idleb;SY07;Idleb;SY0700;Saraqab;SY070003;Anqrati;C3907;4
Idleb;SY07;Idleb;SY0700;Saraqab;SY070003;Tromba;C3908;28
Idleb;SY07;Idleb;SY0700;Saraqab;SY070003;Jobas;C3909;11
Idleb;SY07;Idleb;SY0700;Saraqab;SY070003;Bijfas;C3912;12
Idleb;SY07;Idleb;SY0700;Saraqab;SY070003;Saraqab;C3916;4
Idleb;SY07;Idleb;SY0700;Saraqab;SY070003;Afs;C3920;18
Idleb;SY07;Idleb;SY0700;Saraqab;SY070003;Khuwara;C3922;7
Idleb;SY07;Idleb;SY0700;Saraqab;SY070003;Sheikh Idris;C3924;70
Idleb;SY07;Idleb;SY0700;Saraqab;SY070003;Khan Elsobol;C3925;32
Idleb;SY07;Idleb;SY0700;Saraqab;SY070003;Lof;C3929;35
Idleb;SY07;Idleb;SY0700;Saraqab;SY070003;Mardikh;C3930;35
Idleb;SY07;Idleb;SY0700;Saraqab;SY070003;Maar Dibsi;C3931;80
Idleb;SY07;Idleb;SY0700;Teftnaz;SY070004;Teftnaz;C3932;35
Idleb;SY07;Idleb;SY0700;Teftnaz;SY070004;Maaret Elnaasan - Maaret Elhaski;C3935;28
Idleb;SY07;Idleb;SY0700;Teftnaz;SY070004;Ketyan;C3936;7
Idleb;SY07;Idleb;SY0700;Maaret Tamsrin;SY070005;Zardana Mashehad;C3938;25
Idleb;SY07;Idleb;SY0700;Maaret Tamsrin;SY070005;Ram Hamdan;C3941;105
Idleb;SY07;Idleb;SY0700;Maaret Tamsrin;SY070005;Haranbush;C3943;108
Idleb;SY07;Idleb;SY0700;Maaret Tamsrin;SY070005;Hazano;C3944;21
Idleb;SY07;Idleb;SY0700;Maaret Tamsrin;SY070005;Kafr Jales;C3945;126
Idleb;SY07;Idleb;SY0700;Maaret Tamsrin;SY070005;Ma'arrat Tamasrin;C3947;390
Idleb;SY07;Idleb;SY0700;Maaret Tamsrin;SY070005;Maaret Elekhwan;C3950;273
Idleb;SY07;Idleb;SY0700;Sarmin;SY070006;Sarmin;C3953;70
Idleb;SY07;Al Ma'ra;SY0702;Ma'arrat An Nu'man;SY070200;Hantutin;C3957;8
Idleb;SY07;Al Ma'ra;SY0702;Ma'arrat An Nu'man;SY070200;Tal Dibis;C3959;8
Idleb;SY07;Al Ma'ra;SY0702;Ma'arrat An Nu'man;SY070200;Hazzan;C3960;12
Idleb;SY07;Al Ma'ra;SY0702;Ma'arrat An Nu'man;SY070200;Eastern Deir;C3962;400
Idleb;SY07;Al Ma'ra;SY0702;Ma'arrat An Nu'man;SY070200;Ghadqa;C3963;58
Idleb;SY07;Al Ma'ra;SY0702;Ma'arrat An Nu'man;SY070200;Babilla;C3964;36
Idleb;SY07;Al Ma'ra;SY0702;Ma'arrat An Nu'man;SY070200;Halbeh;C3966;12
Idleb;SY07;Al Ma'ra;SY0702;Ma'arrat An Nu'man;SY070200;Thahrat Talamnas;C3967;24
Idleb;SY07;Al Ma'ra;SY0702;Ma'arrat An Nu'man;SY070200;Western Deir;C3968;20
Idleb;SY07;Al Ma'ra;SY0702;Ma'arrat An Nu'man;SY070200;Hraki;C3969;42
Idleb;SY07;Al Ma'ra;SY0702;Ma'arrat An Nu'man;SY070200;Tal Kersyan;C3971;8
Idleb;SY07;Al Ma'ra;SY0702;Ma'arrat An Nu'man;SY070200;Sarman;C3972;4
Idleb;SY07;Al Ma'ra;SY0702;Ma'arrat An Nu'man;SY070200;Abu Makki;C3973;8
Idleb;SY07;Al Ma'ra;SY0702;Ma'arrat An Nu'man;SY070200;Telamnas;C3974;75
Idleb;SY07;Al Ma'ra;SY0702;Ma'arrat An Nu'man;SY070200;Jarjnaz;C3977;40
Idleb;SY07;Al Ma'ra;SY0702;Ma'arrat An Nu'man;SY070200;Maar Shurin;C3978;85
Idleb;SY07;Al Ma'ra;SY0702;Ma'arrat An Nu'man;SY070200;Maasaran;C3980;36
Idleb;SY07;Al Ma'ra;SY0702;Ma'arrat An Nu'man;SY070200;Maar Shamsheh;C3981;40
Idleb;SY07;Al Ma'ra;SY0702;Ma'arrat An Nu'man;SY070200;Maar Shamarin;C3983;168
Idleb;SY07;Al Ma'ra;SY0702;Ma'arrat An Nu'man;SY070200;Kafruma;C3984;48
Idleb;SY07;Al Ma'ra;SY0702;Khan Shaykun;SY070201;Khan Shaykun;C3987;20
Idleb;SY07;Al Ma'ra;SY0702;Sanjar;SY070202;Little Khayrieyh;C3994;56
Idleb;SY07;Al Ma'ra;SY0702;Sanjar;SY070202;Mreiheb;C3996;21
Idleb;SY07;Al Ma'ra;SY0702;Sanjar;SY070202;Rasm Elabed;C3998;10
Idleb;SY07;Al Ma'ra;SY0702;Sanjar;SY070202;Maksar;C4005;12
Idleb;SY07;Al Ma'ra;SY0702;Sanjar;SY070202;Ojeh;C4006;30
Idleb;SY07;Al Ma'ra;SY0702;Sanjar;SY070202;Thleijeh;C4008;14
Idleb;SY07;Al Ma'ra;SY0702;Sanjar;SY070202;Um Sehrij;C4012;12
Idleb;SY07;Al Ma'ra;SY0702;Sanjar;SY070202;Jaberiyeh;C4016;18
Idleb;SY07;Al Ma'ra;SY0702;Sanjar;SY070202;Tal Halawa;C4018;42
Idleb;SY07;Al Ma'ra;SY0702;Sanjar;SY070202;Rabeeah Brennan;C4019;4
Idleb;SY07;Al Ma'ra;SY0702;Sanjar;SY070202;Seraa;C4022;28
Idleb;SY07;Al Ma'ra;SY0702;Sanjar;SY070202;Jahman;C4023;30
Idleb;SY07;Al Ma'ra;SY0702;Sanjar;SY070202;Rabeeah Musa;C4034;4
Idleb;SY07;Al Ma'ra;SY0702;Sanjar;SY070202;Fahil Jallas;C4037;24
Idleb;SY07;Al Ma'ra;SY0702;Sanjar;SY070202;Little Karatin;C4040;6
Idleb;SY07;Al Ma'ra;SY0702;Sanjar;SY070202;Eastern Lweibdeh;C4047;28
Idleb;SY07;Al Ma'ra;SY0702;Kafr Nobol;SY070203;Shorlin;C4053;28
Idleb;SY07;Al Ma'ra;SY0702;Kafr Nobol;SY070203;Sfuhen;C4054;142
Idleb;SY07;Al Ma'ra;SY0702;Kafr Nobol;SY070203;Hazarin;C4056;24
Idleb;SY07;Al Ma'ra;SY0702;Kafr Nobol;SY070203;Big Dara ;C4057;28
Idleb;SY07;Al Ma'ra;SY0702;Kafr Nobol;SY070203;Has;C4058;28
Idleb;SY07;Al Ma'ra;SY0702;Kafr Nobol;SY070203;Basqala;C4061;12
Idleb;SY07;Al Ma'ra;SY0702;Kafr Nobol;SY070203;Kafr Oweid;C4062;144
Idleb;SY07;Al Ma'ra;SY0702;Kafr Nobol;SY070203;Maarzita;C4066;16
Idleb;SY07;Al Ma'ra;SY0702;Kafr Nobol;SY070203;Kafr Nobol;C4068;36
Idleb;SY07;Al Ma'ra;SY0702;Kafr Nobol;SY070203;Maar Tahroma;C4071;88
Idleb;SY07;Al Ma'ra;SY0702;Kafr Nobol;SY070203;Kawkabeh;C4072;180
Idleb;SY07;Al Ma'ra;SY0702;Kafr Nobol;SY070203;Karsaa;C4073;28
Idleb;SY07;Al Ma'ra;SY0702;Tamanaah;SY070204;Um Elkhalayel;C4085;12
Idleb;SY07;Al Ma'ra;SY0702;Heish;SY070205;Heish;C4105;56
Idleb;SY07;Al Ma'ra;SY0702;Heish;SY070205;Moqa;C4109;12
Idleb;SY07;Al Ma'ra;SY0702;Heish;SY070205;Kafrsajna;C4110;36
Idleb;SY07;Harim;SY0703;Harim;SY070300;Kafr Mu;C4119;20
Idleb;SY07;Harim;SY0703;Dana;SY070301;Hezreh - Hezri;C4120;90
Idleb;SY07;Harim;SY0703;Dana;SY070301;Sarmada;C4121;1268
Idleb;SY07;Harim;SY0703;Dana;SY070301;Tal Elkaramej;C4122;60
Idleb;SY07;Harim;SY0703;Dana;SY070301;Selwa;C4123;84
Idleb;SY07;Harim;SY0703;Dana;SY070301;Tilaada;C4124;110
Idleb;SY07;Harim;SY0703;Dana;SY070301;Termanin;C4125;105
Idleb;SY07;Harim;SY0703;Dana;SY070301;Dana;C4126;894
Idleb;SY07;Harim;SY0703;Dana;SY070301;Aqrabat;C4127;4
Idleb;SY07;Harim;SY0703;Dana;SY070301;Burj Elnumra;C4128;44
Idleb;SY07;Harim;SY0703;Dana;SY070301;Deir Hassan - Darhashan;C4129;522
Idleb;SY07;Harim;SY0703;Dana;SY070301;Atma;C4130;204
Idleb;SY07;Harim;SY0703;Dana;SY070301;Qah;C4131;30
Idleb;SY07;Harim;SY0703;Dana;SY070301;Kafr Deryan;C4132;110
Idleb;SY07;Harim;SY0703;Salqin;SY070302;Abu Talha;C4133;16
Idleb;SY07;Harim;SY0703;Salqin;SY070302;Hamziyeh;C4134;12
Idleb;SY07;Harim;SY0703;Salqin;SY070302;Ein Elbikara;C4136;52
Idleb;SY07;Harim;SY0703;Salqin;SY070302;Tlul;C4137;24
Idleb;SY07;Harim;SY0703;Salqin;SY070302;Salqin;C4140;120
Idleb;SY07;Harim;SY0703;Salqin;SY070302;Big Hir Jamus;C4141;52
Idleb;SY07;Harim;SY0703;Salqin;SY070302;Allani;C4142;36
Idleb;SY07;Harim;SY0703;Salqin;SY070302;Azmarin;C4143;48
Idleb;SY07;Harim;SY0703;Salqin;SY070302;Eskat;C4145;171
Idleb;SY07;Harim;SY0703;Salqin;SY070302;Kafr Hind;C4151;32
Idleb;SY07;Harim;SY0703;Kafr Takharim;SY070303;Kafr Takharim;C4157;71
Idleb;SY07;Harim;SY0703;Kafr Takharim;SY070303;Kuku - Ein Eljaj;C4160;125
Idleb;SY07;Harim;SY0703;Qourqeena;SY070304;Sardin;C4165;28
Idleb;SY07;Harim;SY0703;Qourqeena;SY070304;Radwa ;C4169;25
Idleb;SY07;Harim;SY0703;Qourqeena;SY070304;Kafr Aruq;C4172;40
Idleb;SY07;Harim;SY0703;Qourqeena;SY070304;Qalb Lozeh;C4173;61
Idleb;SY07;Harim;SY0703;Qourqeena;SY070304;Qourqeena;C4174;114
Idleb;SY07;Harim;SY0703;Armanaz;SY070305;Ghafar;C4175;36
Idleb;SY07;Harim;SY0703;Armanaz;SY070305;Armanaz;C4176;70
Idleb;SY07;Harim;SY0703;Armanaz;SY070305;Hafasraja;C4178;26
Idleb;SY07;Harim;SY0703;Armanaz;SY070305;Biret Armanaz;C4180;7
Idleb;SY07;Harim;SY0703;Armanaz;SY070305;Dweila;C4182;33
Idleb;SY07;Harim;SY0703;Armanaz;SY070305;Kuwaro - Um Elriyah;C4183;90
Idleb;SY07;Harim;SY0703;Armanaz;SY070305;Milis;C4184;63
Idleb;SY07;Harim;SY0703;Armanaz;SY070305;Kabta;C4185;35
Idleb;SY07;Jisr-Ash-Shugur;SY0704;Jisr-Ash-Shugur;SY070400;Upper Shghur;C4197;4
Idleb;SY07;Jisr-Ash-Shugur;SY0704;Jisr-Ash-Shugur;SY070400;Jisr-Ash-Shugur;C4199;56
Idleb;SY07;Jisr-Ash-Shugur;SY0704;Jisr-Ash-Shugur;SY070400;Ein Elhamra;C4202;20
Idleb;SY07;Jisr-Ash-Shugur;SY0704;Jisr-Ash-Shugur;SY070400;Sokkariyeh;C4210;92
Idleb;SY07;Jisr-Ash-Shugur;SY0704;Jisr-Ash-Shugur;SY070400;Um Elgar;C4213;12
Idleb;SY07;Jisr-Ash-Shugur;SY0704;Jisr-Ash-Shugur;SY070400;Tal Awar;C4217;24
Idleb;SY07;Jisr-Ash-Shugur;SY0704;Jisr-Ash-Shugur;SY070400;Marj Elzohur;C4221;4
Idleb;SY07;Jisr-Ash-Shugur;SY0704;Badama;SY070401;Ein El-Bayda;C4229;100
Idleb;SY07;Jisr-Ash-Shugur;SY0704;Badama;SY070401;Kherbet Eljoz;C4231;252
Idleb;SY07;Jisr-Ash-Shugur;SY0704;Darkosh;SY070402;Jamiliya;C4241;36
Idleb;SY07;Jisr-Ash-Shugur;SY0704;Darkosh;SY070402;Ramadiyeh;C4242;28
Idleb;SY07;Jisr-Ash-Shugur;SY0704;Darkosh;SY070402;Mazuleh;C4243;28
Idleb;SY07;Jisr-Ash-Shugur;SY0704;Darkosh;SY070402;Amud;C4245;4
Idleb;SY07;Jisr-Ash-Shugur;SY0704;Darkosh;SY070402;Thahr;C4247;36
Idleb;SY07;Jisr-Ash-Shugur;SY0704;Darkosh;SY070402;Dorriyeh;C4249;22
Idleb;SY07;Jisr-Ash-Shugur;SY0704;Darkosh;SY070402;Sheikh Issa Elashury;C4251;16
Idleb;SY07;Jisr-Ash-Shugur;SY0704;Darkosh;SY070402;Darkosh;C4252;23
Idleb;SY07;Jisr-Ash-Shugur;SY0704;Darkosh;SY070402;Zanbaqi;C4253;24
Idleb;SY07;Jisr-Ash-Shugur;SY0704;Darkosh;SY070402;Mreimin;C4254;142
Idleb;SY07;Jisr-Ash-Shugur;SY0704;Janudiyeh;SY070403;Maland;C4259;4
Idleb;SY07;Jisr-Ash-Shugur;SY0704;Janudiyeh;SY070403;Foz - Zuf;C4263;148
Idleb;SY07;Jisr-Ash-Shugur;SY0704;Janudiyeh;SY070403;Hamama - Kafr Debbin;C4267;12
Idleb;SY07;Ariha;SY0705;Ariha;SY070500;Bazabur;C4268;12
Idleb;SY07;Ariha;SY0705;Ariha;SY070500;Shinan;C4275;171
Idleb;SY07;Ariha;SY0705;Ariha;SY070500;Ariha;C4278;270
Idleb;SY07;Ariha;SY0705;Ariha;SY070500;Nahliya;C4286;94
Idleb;SY07;Ariha;SY0705;Ariha;SY070500;Korin;C4288;28
Idleb;SY07;Ariha;SY0705;Ariha;SY070500;Kafr Shalaya;C4289;18
Idleb;SY07;Ariha;SY0705;Ehsem;SY070501;Abdita;C4291;32
Idleb;SY07;Ariha;SY0705;Ehsem;SY070501;Ablin;C4292;24
Idleb;SY07;Ariha;SY0705;Ehsem;SY070501;Mozra;C4298;25
Idleb;SY07;Ariha;SY0705;Ehsem;SY070501;Ein Laruz;C4299;360
Idleb;SY07;Ariha;SY0705;Ehsem;SY070501;Arnaba;C4301;27
